mls_id,position,club,mls2flag,hgflag,draftflag,pick,first.yr,entry.age,duration,event
paulo-jr,Forward,Real Salt Lake,0,0,0,-1,2010,21,4,0
pedro-baez,Forward,Real Salt Lake,1,0,0,-1,2016,19,1,0
phanuel-kavita,Defender,Real Salt Lake,1,1,0,-1,2015,21,2,0
robbie-findley,Forward,Real Salt Lake,0,0,1,16,2007,21,2,1
sebastian-saucedo,Midfielder,Real Salt Lake,1,1,0,-1,2015,18,1,0
sebastian-velasquez,Midfielder,Real Salt Lake,0,0,1,36,2012,21,4,0
steven-curfman,Midfielder,Real Salt Lake,0,0,1,30,2007,20,1,0
tony-beltran,Defender,Real Salt Lake,0,0,1,3,2008,20,2,1
adam-sloustcher,Defender,San Jose Earthquakes,0,0,0,-1,2008,20,1,0
adam-smarte,Forward,San Jose Earthquakes,0,0,0,-1,2008,20,1,0
alexandre-gonzalez-emerson,Forward,San Jose Earthquakes,0,0,0,-1,2013,20,1,0
cesar-diaz-pizarro,Forward,San Jose Earthquakes,0,0,0,-1,2012,21,1,0
ellis-mcloughlin,Forward,San Jose Earthquakes,0,0,0,-1,2011,20,2,0
fatai-alashe,Midfielder,San Jose Earthquakes,0,0,1,4,2015,21,1,1
ike-opara,Defender,San Jose Earthquakes,0,0,1,3,2010,21,7,0
jamil-roberts,Defender,San Jose Earthquakes,0,0,1,45,2008,21,2,0
jj-koval,Midfielder,San Jose Earthquakes,0,0,0,-1,2014,21,2,0
kip-colvey,Defender,San Jose Earthquakes,0,0,1,49,2016,21,1,0
marc-pelosi,Midfielder,San Jose Earthquakes,0,0,0,-1,2015,20,2,0
matheus-silva,Defender,San Jose Earthquakes,0,0,0,-1,2015,18,2,0
matt-luzunaris,Forward,San Jose Earthquakes,0,0,0,-1,2011,21,1,0
michael-ghebru,Forward,San Jose Earthquakes,0,0,0,-1,2008,20,1,0
omar-jasseh,Midfielder,San Jose Earthquakes,0,0,0,-1,2010,17,2,0
quincy-amarikwa,Forward,San Jose Earthquakes,0,0,1,32,2009,21,6,1
rafael-baca,Midfielder,San Jose Earthquakes,0,0,0,-1,2011,21,2,1
shea-salinas,Midfielder,San Jose Earthquakes,0,0,1,15,2008,21,4,1
tommy-muller,Defender,San Jose Earthquakes,0,0,1,15,2013,21,2,0
tommy-thompson,Midfielder,San Jose Earthquakes,0,1,0,-1,2014,18,3,0
aaron-kovar,Midfielder,Seattle Sounders FC,0,1,0,-1,2014,20,3,0
aaron-long,Defender,Seattle Sounders FC,0,0,1,36,2014,21,3,0
andres-correa,Defender,Seattle Sounders FC,1,0,0,-1,2015,21,1,0
ashani-fairclough,Defender,Seattle Sounders FC,0,0,0,-1,2013,20,1,0
babayele-sodade,Forward,Seattle Sounders FC,0,0,1,34,2012,21,1,0
cordell-cato,Midfielder,Seattle Sounders FC,0,0,0,-1,2012,19,3,1
cristian-roldan,Midfielder,Seattle Sounders FC,1,0,1,16,2015,19,2,1
damion-lowe,Defender,Seattle Sounders FC,0,0,1,8,2014,20,2,0
daniel-steres,Defender,Seattle Sounders FC,0,0,0,-1,2012,21,5,1
deandre-yedlin,Defender,Seattle Sounders FC,0,1,0,-1,2013,19,1,1
dylan-remick,Defender,Seattle Sounders FC,0,0,1,35,2013,21,3,1
eriq-zavaleta,Defender,Seattle Sounders FC,0,0,1,10,2013,20,4,0
evan-brown,Defender,Seattle Sounders FC,0,0,1,16,2009,21,1,0
fredy-montero,Forward,Seattle Sounders FC,0,0,0,-1,2009,21,1,1
jimmy-ockford,Defender,Seattle Sounders FC,0,0,1,21,2014,21,2,0
jordan-morris,Forward,Seattle Sounders FC,1,1,0,-1,2016,21,1,1
lamar-neagle,Midfielder,Seattle Sounders FC,0,0,0,-1,2009,21,5,1
miguel-montano,Midfielder,Seattle Sounders FC,0,0,0,-1,2010,18,3,0
mike-seamon,Midfielder,Seattle Sounders FC,0,0,1,27,2010,21,3,0
oalex-anderson,Forward,Seattle Sounders FC,1,0,0,-1,2016,20,1,0
sanna-nyassi,Midfielder,Seattle Sounders FC,0,0,0,-1,2009,20,3,1
sean-okoli,Forward,Seattle Sounders FC,0,1,0,-1,2014,21,2,0
steve-zakuani,Midfielder,Seattle Sounders FC,0,0,1,1,2009,21,1,1
victor-mansaray,Forward,Seattle Sounders FC,1,1,0,-1,2015,18,2,0
will-bates,Forward,Seattle Sounders FC,0,0,0,-1,2013,21,1,0
aaron-hohlbein,Defender,Sporting Kansas City,0,0,0,-1,2007,21,3,1
amadou-dia,Defender,Sporting Kansas City,0,0,1,20,2015,21,2,0
brendan-ruiz,Defender,Sporting Kansas City,0,0,0,-1,2013,19,1,0
chance-myers,Defender,Sporting Kansas City,0,0,1,1,2008,20,4,1
christian-duke,Midfielder,Sporting Kansas City,0,0,0,-1,2013,21,2,0
daneil-cyrus,Defender,Sporting Kansas City,0,0,0,-1,2011,20,5,0
daniel-salloi,Forward,Sporting Kansas City,1,1,0,-1,2016,19,1,0
dom-dwyer,Forward,Sporting Kansas City,0,0,0,-1,2012,21,3,1
erik-palmer-brown,Defender,Sporting Kansas City,0,1,0,-1,2013,15,3,0
igor-juliao,Defender,Sporting Kansas City,0,0,0,-1,2014,19,1,1
james-ansu-rogers,Midfielder,Sporting Kansas City,0,0,0,-1,2015,21,1,0
jimmy-medranda,Defender,Sporting Kansas City,0,0,0,-1,2013,19,4,1
jordi-quintilla,Midfielder,Sporting Kansas City,0,0,0,-1,2015,21,2,0
kevin-ellis,Defender,Sporting Kansas City,0,1,0,-1,2011,19,4,1
korede-aiyegbusi,Defender,Sporting Kansas City,0,0,1,20,2010,21,3,0
michael-harrington,Defender,Sporting Kansas City,0,0,1,3,2007,21,1,1
mikey-lopez,Midfielder,Sporting Kansas City,0,0,1,14,2013,20,4,0
oriol-rosell,Midfielder,Sporting Kansas City,0,0,0,-1,2012,19,2,1
peterson-joseph,Midfielder,Sporting Kansas City,0,0,0,-1,2011,20,4,0
rauwshan-mckenzie,Defender,Sporting Kansas City,0,0,1,53,2008,21,5,1
roger-espinoza,Midfielder,Sporting Kansas City,0,0,1,11,2008,21,3,1
soony-saad,Forward,Sporting Kansas City,0,0,0,-1,2011,18,4,0
teal-bunbury,Midfielder,Sporting Kansas City,0,0,1,4,2010,20,2,1
yann-songoo,Defender,Sporting Kansas City,0,0,0,-1,2013,21,1,0
aaron-maund,Defender,Toronto FC,0,0,1,12,2012,21,4,1
alen-stevanovic,Midfielder,Toronto FC,0,0,0,-1,2011,20,1,0
amadou-sanyang,Midfielder,Toronto FC,0,0,0,-1,2009,17,4,0
andrea-lombardo,Forward,Toronto FC,0,0,0,-1,2007,19,2,0
ashtone-morgan,Defender,Toronto FC,0,1,0,-1,2011,20,2,1
chris-mannella,Midfielder,Toronto FC,0,1,0,-1,2014,19,3,0
cristian-nunez,Midfielder,Toronto FC,0,0,0,-1,2007,18,1,0
demitrius-omphroy,Defender,Toronto FC,0,0,1,26,2011,21,1,0
derek-gaudet,Forward,Toronto FC,0,0,0,-1,2008,18,1,0
doneil-henry,Defender,Toronto FC,0,1,0,-1,2010,16,4,1
emery-welshman,Forward,Toronto FC,0,0,1,16,2013,21,4,0
emmanuel-gomez,Defender,Toronto FC,0,0,0,-1,2009,18,2,0
gabe-gala,Defender,Toronto FC,0,0,0,-1,2007,17,4,0
gale-agbossoumonde,Defender,Toronto FC,0,0,0,-1,2013,21,2,0
j-gray,Midfielder,Toronto FC,0,0,0,-1,2007,18,1,0
jay-chapman,Midfielder,Toronto FC,1,1,0,-1,2015,21,2,0
joao-plata,Forward,Toronto FC,0,0,1,49,2011,19,1,1
joey-melo,Midfielder,Toronto FC,0,0,0,-1,2007,18,2,0
johann-smith,Midfielder,Toronto FC,0,0,0,-1,2008,20,2,0
john-bostock,Midfielder,Toronto FC,0,0,0,-1,2013,21,1,0
jonathan-osorio,Midfielder,Toronto FC,0,0,0,-1,2013,20,1,1
jordan-hamilton,Forward,Toronto FC,0,1,0,-1,2014,17,3,0
keith-makubuya,Forward,Toronto FC,0,1,0,-1,2011,18,2,0
kilian-elkinson,Midfielder,Toronto FC,0,0,0,-1,2008,17,1,0
manny-aparicio,Midfielder,Toronto FC,0,0,0,-1,2013,17,3,0
matias-laba,Midfielder,Toronto FC,0,0,0,-1,2013,21,1,1
matt-stinson,Midfielder,Toronto FC,0,1,0,-1,2011,18,3,0
maurice-edu,Midfielder,Toronto FC,0,0,1,1,2007,20,1,1
nana-attakora,Defender,Toronto FC,0,0,0,-1,2007,17,3,1
nicholas-lindsay,Midfielder,Toronto FC,0,1,0,-1,2010,17,3,0
nick-hagglund,Defender,Toronto FC,0,0,1,10,2014,21,1,1
oscar-cordon,Midfielder,Toronto FC,0,1,0,-1,2011,18,2,0
raheem-edwards,Forward,Toronto FC,1,0,0,-1,2016,20,1,0
reggie-lambe,Midfielder,Toronto FC,0,0,0,-1,2012,21,1,1
richard-eckersley,Defender,Toronto FC,0,0,0,-1,2011,21,1,1
stephen-lumley,Defender,Toronto FC,0,0,0,-1,2007,19,1,0
tyler-hemming,Midfielder,Toronto FC,0,0,0,-1,2007,21,2,0
tyler-rosenlund,Midfielder,Toronto FC,0,0,0,-1,2008,21,1,0
zac-herold,Defender,Toronto FC,0,0,0,-1,2010,17,1,0
alphonso-davies,Midfielder,Vancouver Whitecaps FC,1,1,0,-1,2016,15,1,0
aminu-abdallah,Midfielder,Vancouver Whitecaps FC,0,0,0,-1,2013,19,2,0
andre-lewis,Midfielder,Vancouver Whitecaps FC,0,0,1,7,2014,19,2,0
ben-mckendry,Midfielder,Vancouver Whitecaps FC,1,1,0,-1,2015,21,2,0
bryce-alderson,Midfielder,Vancouver Whitecaps FC,0,1,0,-1,2012,18,3,0
caleb-clarke,Forward,Vancouver Whitecaps FC,0,1,0,-1,2012,18,4,0
christian-dean,Defender,Vancouver Whitecaps FC,0,0,1,3,2014,20,3,0
darren-mattocks,Forward,Vancouver Whitecaps FC,0,0,1,2,2012,21,3,1
deybi-flores,Midfielder,Vancouver Whitecaps FC,1,0,0,-1,2015,18,2,0
ethen-sampson,Defender,Vancouver Whitecaps FC,0,1,0,-1,2014,20,2,0
fraser-aird,Defender,Vancouver Whitecaps FC,1,0,0,-1,2016,21,1,0
gershon-koffie,Midfielder,Vancouver Whitecaps FC,0,0,0,-1,2011,19,1,1
kekuta-manneh,Forward,Vancouver Whitecaps FC,0,0,1,4,2013,18,3,1
kianz-froese,Midfielder,Vancouver Whitecaps FC,0,1,0,-1,2014,17,3,0
marco-bustos,Midfielder,Vancouver Whitecaps FC,1,1,0,-1,2015,18,2,0
omar-salgado,Forward,Vancouver Whitecaps FC,0,0,1,1,2011,17,4,0
philippe-davies,Midfielder,Vancouver Whitecaps FC,0,0,0,-1,2011,20,1,0
russell-teibert,Midfielder,Vancouver Whitecaps FC,0,1,0,-1,2011,18,3,1
sam-adekugbe,Defender,Vancouver Whitecaps FC,0,1,0,-1,2013,18,4,0
